Name,Branch,Age,Education,Income_K,Deposit
"Woods, Desiree",Fairlawn,49,2. HS Grad,46.9,6573.42
"Tromble, Christian",Fairlawn,38,4. College Grad,44.4,6513.02
"West, Tyler",Twinsburg,49,2. HS Grad,61.4,6740.81
"Wilson, Casey",Fairlawn,21,4. College Grad,50.9,5545.02
"Hayes, David",Akron,45,3. Some College,76.6,9673.94
"Truong, Gina",Stow,47,2. HS Grad,11.5,953.37
"Vazquez, Damian",Fairlawn,39,5. Advanced Degree,76.2,10032.14
"Chavez, Manuel",Kent,23,2. HS Grad,36.7,5239.72
"Pardee, Mark",Fairlawn,25,3. Some College,62,5335.48
"Alarcon, Lauren",Akron,33,4. College Grad,41,3544.75
"Suarez Ortega, Francisco",Solon,41,4. College Grad,44.7,3418.49
"Aguilar, Joel",Fairlawn,24,2. HS Grad,51.1,5488.03
"Hope, Clayton",Akron,36,2. HS Grad,25.9,3569.45
"Loyd, Joseph",Fairlawn,23,2. HS Grad,42.8,6081.73
"Jennings, Austin",Fairlawn,37,4. College Grad,64,5999.89
"Germeroth, William",Twinsburg,59,5. Advanced Degree,24.9,4268.1
"Salter, Nathanel",Fairlawn,24,4. College Grad,42.9,5192.57
"Hill, Tara",Stow,50,5. Advanced Degree,117.2,13970.4
"Sun, Teresita",Kent,40,2. HS Grad,83,11105.49
"Furbay, Bryson",Solon,41,5. Advanced Degree,86,10002.9
"Lewis, Joylensia",Solon,55,2. HS Grad,41.4,3723.25
"Lor, Sidra",Akron,41,2. HS Grad,40.6,5725.31
"Florez-Arroyo, Edwin",Akron,47,2. HS Grad,49.1,7061.83
"Mugica, Austin",Kent,44,2. HS Grad,44.5,4951.26
"Suina, Seth",Akron,34,2. HS Grad,42.9,6075.89
"Morfin, Tevin",Fairlawn,43,2. HS Grad,66.3,6075.07
"Guill, Benjamin",Fairlawn,24,2. HS Grad,74.9,7024.66
"Chaffin, Michael",Kent,24,3. Some College,41,3716.83
"Bayles, Deljerro",Akron,54,4. College Grad,56.4,8099.08
"Mantey, Justin",Kent,37,3. Some College,77.5,7635.98
"Nguyen, Rajiv",Kent,32,2. HS Grad,98.8,14231.35
"Yuan, Albert",Fairlawn,48,2. HS Grad,38.4,4525.68
"Johnson, Milahd",Twinsburg,28,1. < HS Grad,27.6,4598.84
"Day, Casandra",Fairlawn,50,4. College Grad,64.9,6398.18
"Hernandez Bonilla, Joseph",Hudson,22,3. Some College,42.6,4777.99
"Hudgins, Daniel",Kent,25,4. College Grad,68.5,9219.53
"Larsen, Stephanie",Fairlawn,53,3. Some College,59.3,6742.55
"Johnson, Johannah",Fairlawn,46,2. HS Grad,57.4,6742.49
"Chheng, Valerie",Akron,43,4. College Grad,56.6,4871.28
"Um, Shympia",Fairlawn,31,2. HS Grad,28.5,2520.26
"Dyadantumbe, Jessica",Fairlawn,31,2. HS Grad,45.8,3907.53
"Vathanavarin, Faye",Kent,27,4. College Grad,79.4,10757.67
"Morris, Dalton",Solon,45,4. College Grad,79.3,8445.17
"Marfil, Marina",Fairlawn,33,5. Advanced Degree,59.3,7422.78
"Bryant, Elizabeth",Fairlawn,50,2. HS Grad,32.7,2446.75
"Roker, Alexis",Hudson,23,2. HS Grad,40.5,5901.68
"Madrid-Alcala, Julio",Twinsburg,41,2. HS Grad,21,2420.74
"Johnson, Kijana",Hudson,32,2. HS Grad,50.1,6502.62
"Anderson, Casey",Kent,50,5. Advanced Degree,103.8,10852.41
"Vaca, Davarious",Fairlawn,40,3. Some College,45.6,6196.69
"Chan, Yohana",Fairlawn,30,2. HS Grad,90.2,12875.16
"Younger, Diana",Fairlawn,50,5. Advanced Degree,119.4,16572.55
"Dyer, Jonathan",Akron,26,2. HS Grad,36.5,4803.33
"Doubleday, Kelsey",Twinsburg,38,2. HS Grad,54.6,6903.58
"Foster, Marquise",Kent,30,1. < HS Grad,32.6,2935.83
"Turner-Brown, Ajem",Kent,28,2. HS Grad,36.7,3126.63
"Ramirez, Mayra",Fairlawn,53,3. Some College,54.7,5285.76
"Jones, Dontay",Stow,52,3. Some College,31.9,3067.5
"Pfaus-Novak, Evan",Hudson,53,3. Some College,71.8,7649.9
"Burkhardt, Yeemeng",Twinsburg,40,5. Advanced Degree,40,6209.2
"Burns, Kelly",Hudson,39,3. Some College,60.5,6830.47
"Granados Garcia, Jada",Kent,46,2. HS Grad,54.6,4651.13
"Le, Kadi",Akron,59,4. College Grad,68.9,6892.72
"Martin, Ansumanna",Twinsburg,54,1. < HS Grad,24,3530.24
"Crews, Brandon",Fairlawn,33,2. HS Grad,39.5,4263.03
"Delk, Tajhae",Kent,41,4. College Grad,41.8,4313.27
"Lehi, Billy",Kent,41,5. Advanced Degree,83.5,9167.72
"Anderson, Arshawana",Twinsburg,20,1. < HS Grad,28.1,3937.65
"Meza-Martinez, Fernando",Kent,43,3. Some College,82.9,8325.63
"Olivas, Georgina",Fairlawn,30,3. Some College,49.2,6406.6
"Tak, Katherine",Hudson,50,2. HS Grad,46,3704.9
"Nguyen, Shawn",Solon,51,2. HS Grad,61.3,5961.1
"Brown, Devin",Twinsburg,44,2. HS Grad,28.5,3779.82
"Ross, Ryan",Fairlawn,51,2. HS Grad,40.1,4499.71
"Oh, Thuanh",Akron,46,5. Advanced Degree,69.8,7366.63
"Bui, Janelle",Solon,48,5. Advanced Degree,41.3,6047.44
"Benavidez, Ezekiel",Akron,35,5. Advanced Degree,54.5,6000.92
"Chen, Keenan",Kent,40,3. Some College,72.7,6887.16
"Lazo, Nelly",Fairlawn,49,1. < HS Grad,74.8,8106.31
"Morgan, Jeremy",Kent,28,2. HS Grad,40.1,3998.91
"Jaeger, Anthony",Fairlawn,30,1. < HS Grad,43.6,6315.41
"Scott, Caleb",Solon,46,2. HS Grad,78.7,10206.91
"Vasquez, Nathan",Fairlawn,50,5. Advanced Degree,73.2,9600.16
"Martinez, Eduardo",Solon,30,4. College Grad,43.7,3978.06
"Baca-Montano, Leo",Fairlawn,58,5. Advanced Degree,68.7,9450.37
"Yen, Jordan",Fairlawn,62,5. Advanced Degree,107,11465.14
"Sihavong, Bob",Stow,51,1. < HS Grad,36.1,3254.36
"Kacprowicz, Mikhaila",Akron,28,4. College Grad,39.4,4236.11
"Moreland, Chakara",Fairlawn,31,4. College Grad,48,5323.65
"Leh, Connor",Kent,28,5. Advanced Degree,60.5,6879.7
"Sarracino, Kali",Hudson,50,2. HS Grad,55.4,7865.72
"Milburn, Jordan",Kent,34,1. < HS Grad,29.5,2243.66
"Crowell, Evan",Akron,55,2. HS Grad,29.1,2468.42
"Oh, Kiet",Fairlawn,54,1. < HS Grad,39.1,3132.9
"Weinstein, Silas",Akron,34,2. HS Grad,37.5,4987.96
"Alderman, Dylan",Kent,21,3. Some College,36.5,2831.78
"Stevens, Portia",Fairlawn,32,2. HS Grad,31.4,3481.36
"Burgos, Leilani",Fairlawn,40,5. Advanced Degree,67.1,9345.04
"Cayou, Katherine",Kent,42,5. Advanced Degree,79.5,7555.74
"Shemel, Kolten",Akron,33,3. Some College,49.1,5542.38
"Dooley, Dallas",Fairlawn,55,4. College Grad,68.1,7868.81
"Mccomb, Sara",Kent,20,4. College Grad,41.9,5726.31
"Thao, Faith",Akron,45,3. Some College,54.4,7202.04
"Goodteacher, Jessica",Hudson,29,3. Some College,48.9,7086.78
"Griffin, Andrew",Solon,54,5. Advanced Degree,64.3,7238.44
"Larsen, Quinton",Stow,18,1. < HS Grad,34.8,3225.1
"Nair, Anthony",Fairlawn,23,2. HS Grad,25.3,3924.68
"Cheng, Connie",Akron,62,5. Advanced Degree,103.3,10726.07
"Herrera, Cheyenne",Twinsburg,37,4. College Grad,74,7999.81
"Chavarria, De'Jane",Fairlawn,31,2. HS Grad,49,5804.46
"Lopez Espinosa, Cesar",Fairlawn,23,2. HS Grad,36,2831.21
"Rodriguez Lemus, Monica",Akron,41,4. College Grad,89.8,9480.73
"Trujillo, Cinthia",Akron,54,2. HS Grad,28.8,1963.99
"Pineda, Darius",Fairlawn,57,1. < HS Grad,53.2,4467.04
"Alcon, Krystal",Akron,31,1. < HS Grad,40.8,5947.61
"Kellison, Malachai",Fairlawn,39,2. HS Grad,39.4,5840.72
"Dubrey, Yaphet",Hudson,56,4. College Grad,84.5,10976.84
"Weston, John",Akron,58,2. HS Grad,45.8,5268.16
"Cha, Chasity",Akron,26,1. < HS Grad,35.7,4866.47
"Holt, Nichole",Akron,38,4. College Grad,45.2,5328.04
"Martinez Jr, Amy",Fairlawn,52,1. < HS Grad,43.4,3667.54
"Xiong, Liam",Fairlawn,40,2. HS Grad,58.8,5225.38
"Cabral, Jeremy",Solon,44,1. < HS Grad,37,4451.13
"Kemp, Hannah",Akron,38,3. Some College,73.8,9917.63
"Jackson, Pauline",Akron,53,5. Advanced Degree,69.1,6509.6
"Zimmer, Ann",Kent,24,3. Some College,37.7,3870.16
"Gutierrez, Thomas",Fairlawn,50,2. HS Grad,56.6,5007.73
"Rivera, Ramon",Hudson,38,4. College Grad,91.6,11570.33
"Vanacore, Stephanie",Akron,55,3. Some College,78.7,10325.67
"Feseha, Briahna",Akron,36,3. Some College,27.8,1747.32
"Jones, Michael",Hudson,52,5. Advanced Degree,82.1,9327.02
"Long, William",Fairlawn,28,5. Advanced Degree,36.5,3831.11
"Robinson, Kiersten",Stow,35,4. College Grad,63,6936.16
"Merced, Noah",Kent,40,5. Advanced Degree,85.1,10908.5
"Chapman, Joseph",Solon,36,2. HS Grad,31.4,4018.75
"Sivisay, Joani",Fairlawn,49,5. Advanced Degree,66.8,7953.27
"Begaye, Briana",Kent,21,4. College Grad,13.8,1682.08
"Daniel, Earl",Fairlawn,75,5. Advanced Degree,109.3,13531.48
"Atkins, Samantha",Akron,73,1. < HS Grad,45.2,3500.84
"Barreras, Olivia",Kent,44,4. College Grad,38.1,5081.71
"Rutherford, Maggie",Akron,31,3. Some College,45,4325.28
"Luster, Sirdushene",Kent,29,3. Some College,25.9,1621.85
"Small, Lanette",Solon,43,1. < HS Grad,18.8,2271.69
"Zamora, Antonio",Akron,48,2. HS Grad,65.2,7801.68
"Richards, Courtney",Kent,33,2. HS Grad,43.4,4160.79
"Trujillo, Jesse",Twinsburg,54,3. Some College,61,6790.42
"Piatt, Collin",Akron,41,3. Some College,59,8355.51
"Khan, Katryn",Stow,25,3. Some College,54.3,5139.76
"Newberry, Jeremiah",Fairlawn,64,1. < HS Grad,37.6,5758.02
"Telander, Jacquelyn",Akron,52,3. Some College,45.5,6888.67
"Thomas, Syraea",Hudson,50,3. Some College,58.5,7519.75
"Collins, Breyanna",Solon,25,2. HS Grad,70.8,8772.72
"Vigil, Dawn",Stow,41,2. HS Grad,57.8,5008.7
"Ruiz, Fabian",Twinsburg,51,2. HS Grad,57.1,5920.5
"Makaiwi, Kevin",Akron,47,5. Advanced Degree,106.3,14387.8
"Pavisook, Patricia",Twinsburg,47,3. Some College,70.3,8543.35
"Hall, Danielle",Fairlawn,54,4. College Grad,68.2,9163.03
"Brown, Amber",Hudson,43,3. Some College,45.2,4330.59
"Cunningham, Tyler",Twinsburg,34,2. HS Grad,27.8,2776.86
"Masanetz, Tiffany",Akron,45,5. Advanced Degree,57.4,4998.01
"Lewis, Regina",Fairlawn,27,1. < HS Grad,45.9,3903.01
"Goodteacher, Von Buddenbrock",Twinsburg,29,2. HS Grad,46,5666.5
"Padilla, Ashley",Akron,62,2. HS Grad,88.2,9127.8
"Apodaca-Anaya, Nicholas",Fairlawn,29,5. Advanced Degree,68.3,7872.18
"Boruta, Brieanna",Hudson,33,3. Some College,56,5246.01
"Rouillard, Tyana",Kent,33,3. Some College,46,7016.63
"Chen, Andrew",Solon,52,5. Advanced Degree,71.4,9907.1
"Raiburn, Jami",Solon,47,2. HS Grad,43.9,5938.75
"Jaeger, Matias",Twinsburg,65,3. Some College,51.3,5589.57
"Reaves, Najee",Solon,50,5. Advanced Degree,92.8,12352.59
"Luna, Rebecca",Fairlawn,41,3. Some College,89.9,10065.31
"Rubio, Ronald",Fairlawn,36,2. HS Grad,27.9,2959.78
"Ganaway, Moriah",Akron,48,2. HS Grad,49.1,5055.46
"Yang, Jack",Akron,57,3. Some College,40.5,5587.18
"Ellis, Chaise",Hudson,28,4. College Grad,66.1,8434.16
"Mcalister, Wambli",Akron,46,2. HS Grad,23.4,2660.11
"Yoo, Alvian",Hudson,56,3. Some College,77.7,9048.53
"Foster, Kendra",Fairlawn,63,3. Some College,54.4,6801.55
"Medhin, Ashley",Solon,54,3. Some College,51.1,7543.28
"Rice, Maya",Stow,49,3. Some College,35,2415.05
"Macias, Mayra",Solon,23,4. College Grad,32.3,3444.29
"Remington, Daniel",Hudson,54,5. Advanced Degree,72.6,8420.37
"Bacon-Maldonado, Chakara",Fairlawn,32,2. HS Grad,25.1,4428.06
"Tran, Thi",Fairlawn,44,2. HS Grad,43.2,4755.37
"Thompson, Walter",Akron,29,4. College Grad,85.7,12132.31
"Wood, Marissa",Akron,45,4. College Grad,50.8,7539.74
"Lafferty, Justin",Fairlawn,47,3. Some College,69.7,8901.71
"Smallwood Parhan, Jade",Akron,54,5. Advanced Degree,98.8,13429.4
"Ng, Nam",Twinsburg,44,2. HS Grad,73.4,9161.08
"Harris, Joshua",Hudson,34,5. Advanced Degree,71.2,6654.44
"Richardson, Emma",Stow,45,2. HS Grad,75.7,8225.98
"Hedin, Aaron",Twinsburg,40,3. Some College,58,7127.16
"Archibeque, Adriana",Fairlawn,42,4. College Grad,62.2,7455.03
"Scalf, Kyra",Kent,34,2. HS Grad,53.1,5651.46
"Khalil, Jun",Kent,23,4. College Grad,48.3,6325.62
"Cummins, Tyler",Akron,30,3. Some College,56.1,6794.06
"Rivera, Alexis",Fairlawn,27,4. College Grad,15.8,2694.34
"Burciago, Elijah",Stow,45,2. HS Grad,63.7,6212.89
"Buscher, Bailey",Fairlawn,49,4. College Grad,62.9,8521.86
"Pihlstrom, Tanner",Twinsburg,44,4. College Grad,34.8,2580.83
"Ibarra, Dulce",Kent,18,2. HS Grad,47.7,4923.15
"Martin, Brandon",Akron,46,4. College Grad,74,10441.8
"Slaugh, Stephanie",Hudson,44,3. Some College,46.5,6435.54
"Lansing, Zachary",Solon,51,4. College Grad,54.9,6975.22
"Le, Marissa",Akron,23,3. Some College,28.9,1847.6
"Odom, Tia",Kent,18,2. HS Grad,39.2,5783.92
"Thompson, Thomas",Akron,54,3. Some College,60.6,6819.11
"Quimby, Courtni",Kent,55,3. Some College,48,4360.1
"Le, Hee",Fairlawn,41,2. HS Grad,40.4,4811.98
"Culberson, Zachary",Kent,48,4. College Grad,78.3,10376.52
"Rhodes, Jazmyne",Hudson,41,2. HS Grad,65,5747
"Saraogi, Ashish",Fairlawn,18,3. Some College,20.2,3266.12
"Landrum, Shelby",Akron,38,3. Some College,56.7,6729.82
"Haagensen, Elisabeth",Solon,43,2. HS Grad,31.6,2721.75
"Athwal, Niraj",Fairlawn,53,3. Some College,55.5,5108.92
"He, Nicole",Fairlawn,53,5. Advanced Degree,96.4,12420.84
"Thesz, Ryan",Hudson,46,3. Some College,58.7,5235.86
"Garcia, Keven",Kent,24,4. College Grad,90.4,10960.94
"Sasser, Jonathan",Fairlawn,50,3. Some College,83.2,11378.2
"Olay, Asia",Kent,19,2. HS Grad,34.2,4343.33
"Baskerville, Dior",Fairlawn,49,5. Advanced Degree,111,13609.7
"Schick, Renae",Kent,25,3. Some College,64.3,8044.11
"Perez, Stephanie",Kent,37,2. HS Grad,42.2,5123.84
"Waskosky, Michael",Akron,37,5. Advanced Degree,43.8,3895.75
"Chaffin, Shannon",Twinsburg,44,2. HS Grad,36.7,3202.26
"Lovan, Elijah",Kent,24,4. College Grad,56.5,5954.37
"Rodriguez-Roldan, David",Fairlawn,35,3. Some College,71.9,10383.35
"Adu, Jordan",Kent,35,1. < HS Grad,39.3,4193.78
"Nguyen, Thong",Kent,31,4. College Grad,69.7,7232.07
"Dickey, Tammy",Fairlawn,28,2. HS Grad,59.2,7123.46
"Heuman, Marquise",Akron,29,2. HS Grad,44.6,3506.05
"Heno, Jesus",Stow,48,2. HS Grad,8.5,1041.95
"Misik, Mark",Solon,42,5. Advanced Degree,119.7,17010.62
"Clark, Darrin",Solon,48,2. HS Grad,56.7,5180.83
"Pokorny, Erik",Solon,30,5. Advanced Degree,67.1,8078.85
"Myagmarsuren, Richard",Twinsburg,62,4. College Grad,80.4,7643.22
"Chavez, Miguel",Fairlawn,55,4. College Grad,46.2,6844.75
"Finch, Jonathan",Kent,31,3. Some College,50,4620.64
"Miller, Junious",Kent,37,4. College Grad,104,14331.29
"Sein-Ware, Miah",Kent,26,3. Some College,40.5,5991.31
"Bear, Caleb",Fairlawn,53,2. HS Grad,63.7,6841.9
"Moncayo, Breana",Hudson,58,4. College Grad,38.4,4572.07
"Jaeger, Lloyd",Akron,56,3. Some College,41.4,3097.64
"Krpan, Mersadez",Kent,43,4. College Grad,65,6525.54
"Rodriguez Leyva, Nicholas",Kent,46,4. College Grad,67.2,6943.87
"Protho, Colton",Hudson,44,3. Some College,58.9,7777.51
"Feseha, Cassandra",Twinsburg,30,4. College Grad,54.6,8096.87
"Pilas, Vanessa",Fairlawn,49,2. HS Grad,62.7,8027.64
"Marsh, Barbara",Kent,40,2. HS Grad,27.6,2318.91
"Ortega, Karina",Solon,38,5. Advanced Degree,102.8,12072.06
"Swann, Mckenzie",Twinsburg,52,4. College Grad,84.5,8246.68
"Lattimer, Ryan",Twinsburg,41,4. College Grad,179.5,24925.65
"Martinez, Michael",Akron,50,4. College Grad,63.9,7373.63
"Williams, Diamond",Hudson,35,3. Some College,85.5,10656.39
"Wood, Annie",Fairlawn,55,2. HS Grad,57,7746.51
"Heilman, Arriana",Akron,50,5. Advanced Degree,64,8514.21
"Shaneman, Hannah",Stow,43,2. HS Grad,75.6,10807.66
"Frederick, Alexander",Hudson,45,3. Some College,65.9,8093.05
"Parmiter, Charlene",Akron,38,4. College Grad,76,7362.28
"Saracay, Concepcion",Solon,36,5. Advanced Degree,85.4,9252.07
"Johnson, Carmen",Kent,43,4. College Grad,55.6,5307.87
"Chavez, Falicity",Fairlawn,22,3. Some College,37.2,3551.79
"Tutt, Obsa",Solon,61,2. HS Grad,26.5,2248.19
"Sebben, Chul",Solon,38,2. HS Grad,52.2,5157.73
"Villarreal, Brandon",Akron,26,4. College Grad,43,5526.33
"Cantu, Daeun",Akron,61,4. College Grad,27.1,3143.29
"January, Lorenzo",Solon,45,2. HS Grad,33.1,3061.72
"Tribble, Jalhon",Fairlawn,55,3. Some College,81.2,9835.78
"Park, Julie",Twinsburg,44,3. Some College,38.2,5503.21
"Kelly, Seth",Fairlawn,34,3. Some College,27.7,2849.89
"Holiday, Dylan",Akron,41,2. HS Grad,89,11928.32
"Pfister, Austin",Kent,20,2. HS Grad,34.8,3895.64
"Choi, Shirley",Hudson,59,2. HS Grad,83.4,10206.11
"Keelick, Timothy",Kent,23,1. < HS Grad,23.4,2345.04
"Anchondo, Ana",Solon,41,4. College Grad,66.8,8395.21
"Mccants, Alexis",Stow,40,2. HS Grad,64.7,5922.23
"Wheatley, Lady",Kent,28,2. HS Grad,41.6,3384.17
"Flood, India",Hudson,50,5. Advanced Degree,43.4,5524.93
"Lo, Samantha",Hudson,43,5. Advanced Degree,195.1,25315.55
"Jones, Rickey",Hudson,35,5. Advanced Degree,129.3,14537.41
"Harrity, Erin",Fairlawn,34,5. Advanced Degree,50.6,4974.55
"Matanovich, Andrew",Stow,46,3. Some College,84,9951.98
"Hopson, Keisha",Solon,77,2. HS Grad,49.4,4227.94
"Rigney, Anessa",Akron,67,2. HS Grad,57,7874.18
"Tso, Briana",Hudson,61,4. College Grad,86.4,12006.91
"Lee, Joshua",Fairlawn,26,1. < HS Grad,38.7,3596.37
"Schreivogel, Shelayne",Twinsburg,34,1. < HS Grad,37.7,5933.01
"Duong, Sami",Kent,59,4. College Grad,72.8,7294.58
"Crowley, Kelly",Kent,26,1. < HS Grad,37.7,4965.73
"Brisbane, Karissa",Twinsburg,37,4. College Grad,84.5,11161.16
"Enrique, Jewels",Hudson,46,4. College Grad,60.8,8886.38
"Zeng, Hoang",Solon,49,5. Advanced Degree,75.9,10234.35
"Alvarado, Maria",Akron,58,4. College Grad,66.6,6732.01
"Caballero Herrera, Gorge",Twinsburg,37,2. HS Grad,71.8,7829.42
"Thomas, Ty' Esha",Akron,53,5. Advanced Degree,59.2,8064.81
"Joshi, Birva",Kent,42,2. HS Grad,34.7,3427.88
"Harris, Robert",Kent,50,3. Some College,60.8,6003.03
"Reyes, Ricardo",Akron,60,2. HS Grad,58.2,6358.95
"Ross, Jacob",Fairlawn,40,4. College Grad,73.5,9895.09
"Gayle, Taylor",Akron,40,2. HS Grad,30.8,3143.36
"Bohanon, Ariana",Kent,48,1. < HS Grad,21.1,3019.85
"Byers, Michaeli",Fairlawn,33,2. HS Grad,57.8,6516.99
"Owens, Blessy",Twinsburg,81,2. HS Grad,41.3,4395.02
"Skodack, Cynthia",Fairlawn,42,1. < HS Grad,47.8,5615.1
"Clark, Markuz",Akron,52,4. College Grad,51.9,6745.55
"Zeissler, Latifa",Akron,67,3. Some College,54.5,7354.9
"Moua, Ye-Ji",Kent,56,2. HS Grad,58.2,5678.42
"Stainbrook, Joan",Stow,40,4. College Grad,60,8487.54
"Will, Jack",Kent,27,3. Some College,63.3,8049.78
"Lembeck, Emily",Akron,54,4. College Grad,186.7,27458.54
"Pierce, Catherine",Kent,32,2. HS Grad,55.5,6478.77
"Koontz, Vincent",Kent,37,3. Some College,78.4,8605.2
"Meza, Isaiah",Fairlawn,55,2. HS Grad,57.3,5107.41
"Johnson, Andrea",Hudson,51,2. HS Grad,78.7,10823.79
"Rafiq, Tyler",Hudson,31,2. HS Grad,48.3,5853.48
"Ballard Jr, Ashleigh",Hudson,45,5. Advanced Degree,87.6,9261.95
"Messle, Ronnie",Kent,47,2. HS Grad,56.6,6928.62
"Israel, Makayla",Twinsburg,44,3. Some College,51.9,4882.29
"Rodriguez, Naomi",Akron,54,1. < HS Grad,49,4819.13
"Rogers, Jacob",Akron,26,2. HS Grad,63.8,5979.38
"Newberry, Anastasie",Stow,28,2. HS Grad,34.4,4782.42
"Jun, Eva",Fairlawn,50,5. Advanced Degree,184.7,26513.65
"Cordova, Devon",Kent,28,5. Advanced Degree,65.6,7435.27
"Sath, Chager",Akron,51,3. Some College,64.7,6581.85
"Aquino, Michelle",Fairlawn,39,2. HS Grad,55,6390.76
"Moonlight, Keenan",Akron,44,2. HS Grad,52.8,4581.45
"Mo, Donald",Kent,47,2. HS Grad,46.2,6447.36
"Schultz, Miguel",Fairlawn,45,5. Advanced Degree,82.6,8595.53
"Lin, Kelsy",Akron,50,4. College Grad,51.9,4808.8
"Cheek, Nicholas",Akron,45,4. College Grad,92.7,12487.96
"Walker, Dazmine",Kent,32,2. HS Grad,59.8,6561.42
"Ingle, Riley",Kent,55,2. HS Grad,34.4,2895.49
"Kittle, Michael",Akron,30,1. < HS Grad,26.4,4240.42
"Phung, Sathaphone",Akron,53,2. HS Grad,18.1,1610.76
"Cline, Tatyana",Twinsburg,46,4. College Grad,63.7,7523.01
"Pantoja, Anjelica",Twinsburg,49,2. HS Grad,30.1,3265.29
"Pak, Tien",Akron,44,4. College Grad,60.1,6321.54
"Huppert, Westley",Akron,83,2. HS Grad,34.3,2545.7
"Albanez, Sonja",Fairlawn,33,5. Advanced Degree,79.7,11325.41
"Woznicki, Joshua",Fairlawn,54,2. HS Grad,56.6,5639.45
"Lieb, Katherine",Hudson,49,5. Advanced Degree,81.3,9862.99
"Pensoneau, Andrissa",Fairlawn,49,2. HS Grad,31.6,4155.55
"Hood, Duane",Kent,31,3. Some College,67.1,8138.18
"Woolman, Jillian",Akron,42,2. HS Grad,36.3,2862.84
"Angeles, Tyler",Akron,60,4. College Grad,63.9,7622.15
"Valerio, Mayra",Akron,35,1. < HS Grad,27.5,4160.86
"White, Kyia",Fairlawn,46,4. College Grad,108.4,15182.31
"Bluejacket, Nicole",Solon,77,2. HS Grad,49.5,6845.98
"Kidwell, Campbell",Kent,52,5. Advanced Degree,71.7,8450.48
"Alvarez Solis, Danny",Akron,60,3. Some College,39.1,3375.29
"Visee, Madhav",Fairlawn,46,2. HS Grad,63.7,7245.53
"Prochnau, Katharina",Kent,42,2. HS Grad,68.5,8121.03
"Ray, Simone",Hudson,35,5. Advanced Degree,69.5,7192.22
"Gesick, Leander",Fairlawn,49,1. < HS Grad,38.7,3285.54
"Pohl, Miah",Solon,55,1. < HS Grad,37.5,4198.44
"Medina, Hanna",Fairlawn,22,1. < HS Grad,33.1,3338.4
"Torres-Cruz, Destiny",Fairlawn,49,1. < HS Grad,34.8,3333.27
"Chavez, Derek",Fairlawn,26,3. Some College,53.2,4765.65
"Harber, Taylor",Twinsburg,34,4. College Grad,118.4,17186.37
"Araki, Elyse",Fairlawn,40,5. Advanced Degree,65.3,8385.56
"Ortiz, Gabriella",Stow,55,2. HS Grad,58,5261.36
"Longwell, Matthew",Akron,38,3. Some College,53.5,4392.76
"Bessard, Aaron",Akron,50,3. Some College,81.6,11716.26
"Loneeagle, Christian",Fairlawn,49,2. HS Grad,47.9,6838.72
"Chun, Sung",Kent,51,2. HS Grad,44.5,4816.03
"Hutchens, Keri",Solon,49,4. College Grad,86.1,11842.93
"Patterson, Raul",Solon,31,5. Advanced Degree,83.4,11703.14
"Prasad, Dillon",Akron,51,2. HS Grad,59.5,6585.48
"Dittloff, Drew",Solon,41,3. Some College,50,5202.18
"Singleton, Melissa",Twinsburg,48,5. Advanced Degree,63,6240.17
"Perea, Sabrina",Akron,61,1. < HS Grad,40,5187.02
"Ello, Jeremiah",Akron,61,3. Some College,211,29598.94
"Castaneda, Larissa",Fairlawn,46,2. HS Grad,59.6,6469.79
"Bear, Jowan",Solon,28,5. Advanced Degree,77.8,8978.8
"Gonzalez Barron, Noe",Fairlawn,56,4. College Grad,86.2,11336.52
"Thomas, Tatiana",Solon,40,5. Advanced Degree,121.5,15469.39
"Ezman, Kaitlin",Akron,36,2. HS Grad,45.2,6662.59
"Dumas, Cody",Hudson,47,2. HS Grad,13.3,2622.44
"Sady, Ashley",Kent,19,3. Some College,32.7,2594.59
"Jones Jr, Mychael",Twinsburg,45,2. HS Grad,58.1,7317.17
"Martzloff, Dlisa",Akron,33,4. College Grad,103,11258.78
"Lewis, Connor",Hudson,30,2. HS Grad,57.1,6948.52
"Clark, Xavier",Fairlawn,26,4. College Grad,54.9,6010.2
"Kissner, Clint",Akron,40,3. Some College,54.1,5032.3
"Le, Jared",Kent,19,2. HS Grad,27.9,4070.32
"Levesque, Keenan",Stow,32,1. < HS Grad,49.8,4154.97
"Leavitt, Kyle",Stow,36,4. College Grad,69.2,9908.64
"Bear, Michael",Twinsburg,55,2. HS Grad,42.7,4635.86
"Mestas, Kiana",Stow,48,3. Some College,68.5,9457.07
"Rocha, Jordan",Akron,47,2. HS Grad,46.7,7067.4
"Jackson, Clarence",Akron,54,5. Advanced Degree,54.8,7977.62
"Zhu, Andrew",Hudson,60,5. Advanced Degree,59.6,8674.14
"Oh, Shadi",Fairlawn,45,3. Some College,45.7,6932.72
"Lopez, Brandon",Kent,27,5. Advanced Degree,58.5,6493.09
"Engstrom-Byrd, Jack",Kent,54,3. Some College,62.1,6605.34
"Clay III, Sean",Fairlawn,39,2. HS Grad,79.8,10380.89
"Sanistevan, David",Akron,38,5. Advanced Degree,42.9,6386.69
"Utu, Nadia",Fairlawn,43,2. HS Grad,30,3567.44
"Villalobos, Sandra",Kent,35,3. Some College,77.6,7358.92
"Cunningham, Saydie",Solon,23,1. < HS Grad,41.6,4650.5
"Nelson, Jacob",Hudson,46,2. HS Grad,67.6,7045.13
